fid,id,Assets_Threats,Name,Ward,Subward,Subward_asset_id,asset_threat_category,Assets_per_ward_id,latitude,longitude,important_asset_at_risk_per_ward_ID,continued_from_asset_at_risk_id,Important_asset_not_at_risk_per_ward_ID,Evacuation_center_per_ward_ID,At_risk_but_not_important_ID
2416,3421,Important asset and not at risk,Mikocheni B Subward Office,Mikocheni,Mikocheni B,,,,-6.755554481,39.23982153,,,69,,
2417,3422,Important asset and not at risk,Sokoni Play Ground,Mikocheni,Mikocheni B,,,,-6.755753941,39.23969235,,,70,,
2418,3423,Important asset and not at risk,Limbachia Bar,Mikocheni,Mikocheni B,,,,-6.755828025,39.23988865,,,71,,
2419,3424,Important asset and not at risk,Sokoni Open Space,Mikocheni,Mikocheni B,,,,-6.755940103,39.23936562,,,72,,
2421,3425,Important asset and not at risk,Nyati Road,Mikocheni,Mikocheni B,,,,-6.755968597,39.24125352,,,73,,
2428,3426,Important asset and not at risk,Varlek Hotel,Mikocheni,Mikocheni B,,,,-6.756110751,39.23818691,,,74,,
2427,3427,Important asset and not at risk,Saadan House,Mikocheni,Mikocheni B,,,,-6.7563615,39.23796086,,,75,,
2429,3428,Important asset and not at risk,Tanzania Assembles Of God Church,Mikocheni,Mikocheni B,,,,-6.756445717,39.23634745,,,76,,
2424,3429,Important asset and not at risk,UDSM School Of Law,Mikocheni,Mikocheni B,,,,-6.756497006,39.23936562,,,77,,
2423,3430,Important asset and not at risk,Dispensary,Mikocheni,Mikocheni B,,,,-6.756555261,39.2390753,,,78,,
2420,3431,Important asset and not at risk,Tembo Road,Mikocheni,Mikocheni B,,,,-6.756665122,39.240519,,,79,,
2426,3432,Important asset and not at risk,5-Star Appartments,Mikocheni,Mikocheni B,,,,-6.757080188,39.2372713,,,80,,
2422,3433,Important asset and not at risk,Bima University,Mikocheni,Mikocheni B,,,,-6.757368613,39.23960972,,,81,,
2432,3434,Important asset and not at risk,Lugalo Military Base,Mikocheni,Mikocheni B,,,,-6.757926466,39.22947496,,,82,,
2425,3435,Important asset and not at risk,Viwandani Open Space,Mikocheni,Mikocheni B,,,,-6.758012265,39.23981583,,,83,,
2431,3436,Important asset and not at risk,Busy Kids Day Care,Mikocheni,Mikocheni B,,,,-6.758426381,39.2364513,,,84,,
2430,3437,Important asset and not at risk,Tarime Road,Mikocheni,Mikocheni B,,,,-6.758590381,39.23648612,,,85,,
2435,3438,Important asset and not at risk,Arman Chinese Restaurant,Mikocheni,Regent Estate,,,,-6.770111165,39.26251301,,,86,,
2437,3439,Important asset and not at risk,Yaseen Motors Limited,Mikocheni,Regent Estate,,,,-6.770289443,39.26301274,,,87,,
2434,3440,Important asset and not at risk,Kairuki University,Mikocheni,Regent Estate,,,,-6.773318309,39.2555475,,,88,,
2436,3441,Important asset and not at risk,Morocco Square,Mikocheni,Regent Estate,,,,-6.775736913,39.26339201,,,89,,
2438,3442,Important asset and not at risk,Sunrise Nursery And Primary School,Mikocheni,Regent Estate,,,,-6.775943069,39.26047003,,,90,,
2442,3443,Important asset and not at risk,Nyati Lining,Mikocheni,Regent Estate,,,,-6.776166191,39.25559253,,,91,,
2441,3444,Important asset and not at risk,Mosque,Mikocheni,Regent Estate,,,,-6.77685121,39.25390769,,,92,,
2439,3445,Important asset and not at risk,Motor Net,Mikocheni,Regent Estate,,,,-6.777380309,39.26043837,,,93,,
2440,3446,Important asset and not at risk,Atithi Hotel,Mikocheni,Regent Estate,,,,-6.777605165,39.25718737,,,94,,
2497,3447,Important asset and not at risk,Kida Plaza,Mikocheni,Tpdc,,,,-6.756168101,39.24683113,,,95,,
2496,3448,Important asset and not at risk,C and G Plaza,Mikocheni,Tpdc,,,,-6.756379942,39.24710417,,,96,,
2493,3449,Important asset and not at risk,Data Vision (Id Card Solution ),Mikocheni,Tpdc,,,,-6.756462325,39.2458343,,,97,,
2477,3450,Important asset and not at risk,Danken Social Hall,Mikocheni,Tpdc,,,,-6.756806934,39.24768467,,,98,,
2494,3451,Important asset and not at risk,AAR (Insurance),Mikocheni,Tpdc,,,,-6.756900823,39.24617489,,,99,,
2464,3452,Important asset and not at risk,Laurent Primary School,Mikocheni,Tpdc,,,,-6.758198905,39.24431066,,,100,,
2495,3453,Important asset and not at risk,KK Security Office,Mikocheni,Tpdc,,,,-6.75892674,39.24924141,,,101,,
2465,3454,Important asset and not at risk,Mikocheni Islamic Daycare,Mikocheni,Tpdc,,,,-6.759346376,39.24508741,,,102,,
2469,3455,Important asset and not at risk,TPDC Sub Ward Office,Mikocheni,Tpdc,,,,-6.759542329,39.24433891,,,103,,
2474,3456,Important asset and not at risk,Institute Of Tax,Mikocheni,Tpdc,,,,-6.760169908,39.23913822,,,104,,
2472,3457,Important asset and not at risk,Hospital,Mikocheni,Tpdc,,,,-6.760222868,39.25052466,,,105,,
2484,3458,Important asset and not at risk,Nacte,Mikocheni,Tpdc,,,,-6.760307825,39.24057123,,,106,,
2468,3459,Important asset and not at risk,Alpha Hostel,Mikocheni,Tpdc,,,,-6.760333202,39.24806025,,,107,,
2470,3460,Important asset and not at risk,St.Martha Roman Catholic Church,Mikocheni,Tpdc,,,,-6.760360564,39.24250119,,,108,,
2447,3461,Important asset and not at risk,Gulf Lake Oil,Mikocheni,Tpdc,,,,-6.761802186,39.24094195,,,109,,
2471,3462,Important asset and not at risk,Fertilizer Hospital,Mikocheni,Tpdc,,,,-6.761822266,39.25037637,,,110,,
2448,3463,Important asset and not at risk,Mm Integrated Steel Mills,Mikocheni,Tpdc,,,,-6.76200873,39.23818537,,,111,,
2445,3464,Important asset and not at risk,Kays Hygiene Industry,Mikocheni,Tpdc,,,,-6.762585282,39.24226808,,,112,,
2482,3465,Important asset and not at risk,Green Hill (Bar And Restaurant),Mikocheni,Tpdc,,,,-6.762697434,39.24910864,,,113,,
2476,3466,Important asset and not at risk,Munawwar Mosque,Mikocheni,Tpdc,,,,-6.762741815,39.24485449,,,114,,
2466,3467,Important asset and not at risk,Kinda Palase  Daycare,Mikocheni,Tpdc,,,,-6.762841084,39.2453245,,,115,,
2449,3468,Important asset and not at risk,Tembo Block,Mikocheni,Tpdc,,,,-6.763033674,39.23892352,,,116,,
2499,3469,Important asset and not at risk,Under The Same Sun (Utss),Mikocheni,Tpdc,,,,-6.763059991,39.2451364,,,117,,
2446,3470,Important asset and not at risk,Ju-Ye Industry,Mikocheni,Tpdc,,,,-6.763089119,39.24287235,,,118,,
2444,3471,Important asset and not at risk,Sunbelt Industry,Mikocheni,Tpdc,,,,-6.763186136,39.24314627,,,119,,
2450,3472,Important asset and not at risk,Mm Integrated Mabatini,Mikocheni,Tpdc,,,,-6.76374053,39.23773455,,,120,,
2498,3473,Important asset and not at risk,Tanesco Mikocheni Sub Station,Mikocheni,Tpdc,,,,-6.763808495,39.23679929,,,121,,
2479,3474,Important asset and not at risk,Nafasi Arts Space,Mikocheni,Tpdc,,,,-6.763984367,39.24095607,,,122,,
2462,3475,Important asset and not at risk,Television One,Mikocheni,Tpdc,,,,-6.764194002,39.24026097,,,123,,
2451,3476,Important asset and not at risk,Industry,Mikocheni,Tpdc,,,,-6.764567561,39.23613756,,,124,,
2443,3477,Important asset and not at risk,Chakula Na Lishe Office,Mikocheni,Tpdc,,,,-6.764689193,39.24781889,,,125,,
2478,3478,Important asset and not at risk,Hekima Garden Hall,Mikocheni,Tpdc,,,,-6.764939434,39.24332676,,,126,,
2467,3479,Important asset and not at risk,Day Care Viwandani Road,Mikocheni,Tpdc,,,,-6.765334412,39.24702929,,,127,,
2452,3480,Important asset and not at risk,Tarn Pack Tissue,Mikocheni,Tpdc,,,,-6.76539686,39.23541688,,,128,,
2473,3481,Important asset and not at risk,Playground,Mikocheni,Tpdc,,,,-6.765444745,39.24532397,,,129,,
2453,3482,Important asset and not at risk,Tiger Candles,Mikocheni,Tpdc,,,,-6.765899321,39.23483696,,,130,,
2461,3483,Important asset and not at risk,Independent Television (ITV),Mikocheni,Tpdc,,,,-6.765902851,39.23613714,,,131,,
2454,3484,Important asset and not at risk,The Guardian Printing Limited,Mikocheni,Tpdc,,,,-6.766368018,39.2366482,,,132,,
2455,3485,Important asset and not at risk,Group Six International,Mikocheni,Tpdc,,,,-6.76676522,39.23756971,,,133,,
2456,3486,Important asset and not at risk,Candle Industry,Mikocheni,Tpdc,,,,-6.767130646,39.23805827,,,134,,
2483,3487,Important asset and not at risk,New Life Pub,Mikocheni,Tpdc,,,,-6.76745922,39.23490272,,,135,,
2481,3488,Important asset and not at risk,Msimbo Bar,Mikocheni,Tpdc,,,,-6.767531378,39.24685055,,,136,,
2463,3489,Important asset and not at risk,Radio Maria,Mikocheni,Tpdc,,,,-6.767821776,39.23792543,,,137,,
2486,3490,Important asset and not at risk,Tanzania Institute Of Eduaction,Mikocheni,Tpdc,,,,-6.767949984,39.23525226,,,138,,
2457,3491,Important asset and not at risk,Advent Construction Industry Limited,Mikocheni,Tpdc,,,,-6.768019053,39.23868717,,,139,,
2459,3492,Important asset and not at risk,Amorete Furniture,Mikocheni,Tpdc,,,,-6.768078634,39.23705864,,,140,,
2460,3493,Important asset and not at risk,City One,Mikocheni,Tpdc,,,,-6.768427455,39.23925206,,,141,,
2458,3494,Important asset and not at risk,Shantao  Industry,Mikocheni,Tpdc,,,,-6.768621476,39.23966164,,,142,,
2492,3495,Important asset and not at risk,Data Vision International Office,Mikocheni,Tpdc,,,,-6.768740857,39.24686526,,,143,,
2485,3496,Important asset and not at risk,Necta,Mikocheni,Tpdc,,,,-6.768827359,39.23698406,,,144,,
2490,3497,Important asset and not at risk,Government Satellite,Mikocheni,Tpdc,,,,-6.769126878,39.24345227,,,145,,
2487,3498,Important asset and not at risk,TBC1,Mikocheni,Tpdc,,,,-6.770502667,39.23790204,,,146,,
2488,3499,Important asset and not at risk,Post Office,Mikocheni,Tpdc,,,,-6.771180558,39.23921898,,,147,,
2491,3500,Important asset and not at risk,TCRA,Mikocheni,Tpdc,,,,-6.771358269,39.24554478,,,148,,
2475,3501,Important asset and not at risk,UDSM Branch (COICT),Mikocheni,Tpdc,,,,-6.771487506,39.23991143,,,149,,
2489,3502,Important asset and not at risk,TTCL Printing Unit,Mikocheni,Tpdc,,,,-6.77171016,39.24319806,,,150,,
2480,3503,Important asset and not at risk,Rose Garden,Mikocheni,Tpdc,,,,-6.77190854,39.24456664,,,151,,
14,3504,Important asset and at risk,Madrasat Kwa Planta,Mnyamani,Faru,,,,-6.840652014,39.23866334,1,,,,
15,3505,Important asset and at risk,Bosnia Water Point,Mnyamani,Faru,,,,-6.840719694,39.23850889,2,,,,
52,3506,Important asset and at risk,Masjidul Bayyinah,Mnyamani,Faru,,,,-6.840856809,39.23771069,3,,,,
17,3507,Important asset and at risk,Madrasat Bayyinnah,Mnyamani,Faru,,,,-6.840978268,39.23786333,4,,,,
32,3508,Important asset and at risk,Mpemba Water Point,Mnyamani,Faru,,,,-6.841302082,39.23758978,5,,,,
34,3509,Important asset and at risk,Mhunzi Waterpoint,Mnyamani,Faru,,,,-6.8416535,39.23687979,6,,,,
57,3510,Important asset and at risk,Mapendo Hardware,Mnyamani,Faru,,,,-6.841870794,39.23618149,7,,,,
36,3511,Important asset and at risk,Ndevu Water,Mnyamani,Faru,,,,-6.842283882,39.2353726,8,,,,
40,3512,Important asset and at risk,Adevea guest House,Mnyamani,Faru,,,,-6.842591047,39.23537954,9,,,,
35,3513,Important asset and at risk,Mlawa Water,Mnyamani,Faru,,,,-6.842591915,39.23665853,10,,,,
12,3514,Important asset and at risk,Upendo Nursery School 1,Mnyamani,Faru,,,,-6.842593921,39.23640212,11,,,,
37,3515,Important asset and at risk,Kisimani Water Point,Mnyamani,Faru,,,,-6.84284615,39.23611882,12,,,,
8,3516,Important asset and at risk,Madrasat Rahmat,Mnyamani,Faru,,,,-6.842934059,39.23603595,13,,,,
45,3517,Important asset and at risk,Two R.Ways guest House,Mnyamani,Faru,,,,-6.843026439,39.24074905,14,,,,
3,3518,Important asset and at risk,Pentecost Church,Mnyamani,Faru,,,,-6.843321052,39.23973755,15,,,,
43,3519,Important asset and at risk,Mzee Raha,Mnyamani,Faru,,,,-6.843621101,39.23912395,16,,,,
44,3520,Important asset and at risk,TAG Church 1,Mnyamani,Faru,,,,-6.843739879,39.23896583,17,,,,
42,3521,Important asset and at risk,Tumaini guest House,Mnyamani,Faru,,,,-6.844593694,39.23729715,18,,,,
6,3522,Important asset and at risk,Gilbert Day Care,Mnyamani,Faru,,,,-6.84502174,39.23676135,19,,,,
24,3523,Important asset and at risk,Msimamo Water Point,Mnyamani,Faru,,,,-6.845164259,39.23591209,20,,,,
22,3524,Important asset and at risk,Sinai Playground,Mnyamani,Faru,,,,-6.845620451,39.23564332,21,,,,
55,3525,Important asset and at risk,Shababby Madrasat,Mnyamani,Faru,,,,-6.8458784,39.2347091,22,,,,
16,3526,Important asset and at risk,Shababby Water Point,Mnyamani,Faru,,,,-6.845942367,39.23452356,23,,,,
1,3527,Important asset and at risk,Joray Nursery School,Mnyamani,Maruzuku,,,,-6.836008142,39.23707431,24,,,,
7,3528,Important asset and at risk,Villa guest House,Mnyamani,Maruzuku,,,,-6.836233786,39.23700217,25,,,,
5,3529,Important asset and at risk,Kibonde Maji Masjid,Mnyamani,Maruzuku,,,,-6.836319068,39.23706669,26,,,,
4,3530,Important asset and at risk,Nursery School School,Mnyamani,Maruzuku,,,,-6.83891174,39.23865152,27,,,,
6,3531,Important asset and at risk,Kwambonde Masjid,Mnyamani,Maruzuku,,,,-6.839054582,39.23863758,28,,,,
58,3532,Important asset and not at risk,Henricks Pharmacy,Mnyamani,Faru,,,,-6.84005827,39.23825316,,,1,,
9,3533,Important asset and not at risk,Cuf Office,Mnyamani,Faru,,,,-6.841396498,39.23954145,,,2,,
31,3534,Important asset and not at risk,Mkongwe Waterpoint,Mnyamani,Faru,,,,-6.841440046,39.23918906,,,3,,
50,3535,Important asset and not at risk,Upendo Nursery School 2,Mnyamani,Faru,,,,-6.841621925,39.23980345,,,4,,
51,3536,Important asset and not at risk,Ndende Jewelry,Mnyamani,Faru,,,,-6.841848169,39.23809428,,,5,,
7,3537,Important asset and not at risk,Madrasat Nuru Islamiya,Mnyamani,Faru,,,,-6.841939677,39.23850716,,,6,,
4,3538,Important asset and not at risk,TAG Church 2,Mnyamani,Faru,,,,-6.842078509,39.23796745,,,7,,
20,3539,Important asset and not at risk,Baptist Nursery,Mnyamani,Faru,,,,-6.842196516,39.23854534,,,8,,
30,3540,Important asset and not at risk,Mhindi Water Point,Mnyamani,Faru,,,,-6.842308015,39.2395395,,,9,,
33,3541,Important asset and not at risk,Mwinyi Said Waterpoint,Mnyamani,Faru,,,,-6.842592566,39.2373952,,,10,,
49,3542,Important asset and not at risk,Faru Market,Mnyamani,Faru,,,,-6.842747233,39.23818375,,,11,,
19,3543,Important asset and not at risk,Jengo La Wazazi CCM,Mnyamani,Faru,,,,-6.842868114,39.2379501,,,12,,
47,3544,Important asset and not at risk,Shemfuko Pub,Mnyamani,Faru,,,,-6.84290149,39.23846835,,,13,,
46,3545,Important asset and not at risk,Ngowi Pub,Mnyamani,Faru,,,,-6.842923857,39.2387545,,,14,,
48,3546,Important asset and not at risk,CCM Faru Offices,Mnyamani,Faru,,,,-6.842995587,39.23820611,,,15,,
21,3547,Important asset and not at risk,CCM Nursery,Mnyamani,Faru,,,,-6.843000004,39.23797396,,,16,,
29,3548,Important asset and not at risk,Monica Water Point,Mnyamani,Faru,,,,-6.843026686,39.23946423,,,17,,
38,3549,Important asset and not at risk,Anuwar Waterpoint,Mnyamani,Faru,,,,-6.843070884,39.23505415,,,18,,
10,3550,Important asset and not at risk,Madrasat Anuwar,Mnyamani,Faru,,,,-6.843104128,39.23500339,,,19,,
18,3551,Important asset and not at risk,Innallah Maswabillinah Asia Madrasat,Mnyamani,Faru,,,,-6.843444265,39.23713446,,,20,,
53,3552,Important asset and not at risk,Masjid Hassanath Kwa Kisengo,Mnyamani,Faru,,,,-6.843450389,39.23778114,,,21,,
13,3553,Important asset and not at risk,Madrasat Hassnath,Mnyamani,Faru,,,,-6.843520623,39.2381514,,,22,,
54,3554,Important asset and not at risk,Sunrise Nursery And Tuition,Mnyamani,Faru,,,,-6.843577652,39.23642136,,,23,,
41,3555,Important asset and not at risk,Muleba guest House,Mnyamani,Faru,,,,-6.84384516,39.23632417,,,24,,
56,3556,Important asset and not at risk,Al Masjid Istiqama,Mnyamani,Faru,,,,-6.844008801,39.23503381,,,25,,
26,3557,Important asset and not at risk,Mng�nge Water Point,Mnyamani,Faru,,,,-6.844176385,39.23675484,,,26,,
28,3558,Important asset and not at risk,Bokosoma Water Point,Mnyamani,Faru,,,,-6.84419721,39.23709455,,,27,,
1,3559,Important asset and not at risk,Faru Subward Office,Mnyamani,Faru,,,,-6.844209575,39.23518387,,,28,,
25,3560,Important asset and not at risk,Zogolo Water Point,Mnyamani,Faru,,,,-6.844396347,39.23595439,,,29,,
39,3561,Important asset and not at risk,Alawi Water Point,Mnyamani,Faru,,,,-6.84452341,39.23450881,,,30,,
27,3562,Important asset and not at risk,Sheikh Majaliwa Water Point,Mnyamani,Faru,,,,-6.844569452,39.2369735,,,31,,
11,3563,Important asset and not at risk,Amani Pharmacy,Mnyamani,Faru,,,,-6.844593097,39.23520991,,,32,,
5,3564,Important asset and not at risk,Tumamu Day Care,Mnyamani,Faru,,,,-6.844910674,39.23585721,,,33,,
2,3565,Important asset and not at risk,Nazareth Day Care,Mnyamani,Faru,,,,-6.844966207,39.2347535,,,34,,
20,3566,Important asset and not at risk,Tall guest House,Mnyamani,Maruzuku,,,,-6.835446463,39.23984018,,,35,,
12,3567,Important asset and not at risk,Best Nursery Ii School,Mnyamani,Maruzuku,,,,-6.835521046,39.23991316,,,36,,
18,3568,Important asset and not at risk,Penzi Cemetary,Mnyamani,Maruzuku,,,,-6.835575798,39.23963093,,,37,,
9,3569,Important asset and not at risk,Daddy Ndomba Nursery,Mnyamani,Maruzuku,,,,-6.836112192,39.23851402,,,38,,
25,3570,Important asset and not at risk,Berege Water Tank,Mnyamani,Maruzuku,,,,-6.836115207,39.23826716,,,39,,
16,3571,Important asset and not at risk,Maruzuku Dispensary,Mnyamani,Maruzuku,,,,-6.836612371,39.24021721,,,40,,
24,3572,Important asset and not at risk,Water Tank Ii,Mnyamani,Maruzuku,,,,-6.836729212,39.24011009,,,41,,
10,3573,Important asset and not at risk,Kadiria Madrasa And Nursery School,Mnyamani,Maruzuku,,,,-6.837593491,39.24172271,,,42,,
17,3574,Important asset and not at risk,Mnyamani Cemetary,Mnyamani,Maruzuku,,,,-6.837619608,39.24133531,,,43,,
21,3575,Important asset and not at risk,Lulu guest House,Mnyamani,Maruzuku,,,,-6.83770535,39.24203241,,,44,,
8,3576,Important asset and not at risk,Mashujaa Nursery School,Mnyamani,Maruzuku,,,,-6.837964866,39.23880733,,,45,,
11,3577,Important asset and not at risk,Best Nursery School,Mnyamani,Maruzuku,,,,-6.837996588,39.24151187,,,46,,
19,3578,Important asset and not at risk,Longo guest House,Mnyamani,Maruzuku,,,,-6.838136959,39.24245602,,,47,,
14,3579,Important asset and not at risk,Mnyamani Police Station,Mnyamani,Maruzuku,,,,-6.838343511,39.23892223,,,48,,
13,3580,Important asset and not at risk,Maruzuku Subward Office,Mnyamani,Maruzuku,,,,-6.83835186,39.23885313,,,49,,
23,3581,Important asset and not at risk,Water Tank,Mnyamani,Maruzuku,,,,-6.838848674,39.23957476,,,50,,
22,3582,Important asset and not at risk,Amizing guest House,Mnyamani,Maruzuku,,,,-6.839032565,39.23923666,,,51,,
15,3583,Important asset and not at risk,Chadema Office,Mnyamani,Maruzuku,,,,-6.839362123,39.23906655,,,52,,
19,3584,Important asset and not at risk,CCM Pharmacy,Mnyamani,Mnyamani,,,,-6.838525005,39.24290108,,,53,,
51,3585,Important asset and not at risk,Mnyamani shoppeping Centre,Mnyamani,Mnyamani,,,,-6.838622779,39.24247337,,,54,,
7,3586,Important asset and not at risk,CCM Nursery School,Mnyamani,Mnyamani,,,,-6.83862943,39.24268752,,,55,,
45,3587,Important asset and not at risk,Mo Investment,Mnyamani,Mnyamani,,,,-6.838633379,39.24290296,,,56,,
46,3588,Important asset and not at risk,New Mnyamani Centre,Mnyamani,Mnyamani,,,,-6.83879908,39.24245189,,,57,,
20,3589,Important asset and not at risk,Tark Ford Pharmacy,Mnyamani,Mnyamani,,,,-6.838853895,39.24191064,,,58,,
14,3590,Important asset and not at risk,Nassoro Water Point,Mnyamani,Mnyamani,,,,-6.839034346,39.24160278,,,59,,
40,3591,Important asset and not at risk,Tumaini Investment Store,Mnyamani,Mnyamani,,,,-6.839097006,39.24246695,,,60,,
47,3592,Important asset and not at risk,Season guest House,Mnyamani,Mnyamani,,,,-6.839169814,39.24140413,,,61,,
18,3593,Important asset and not at risk,Pharmacy,Mnyamani,Mnyamani,,,,-6.839192828,39.24320738,,,62,,
41,3594,Important asset and not at risk,New Popex Hotel,Mnyamani,Mnyamani,,,,-6.839346394,39.24295987,,,63,,
26,3595,Important asset and not at risk,Kimboka Garage,Mnyamani,Mnyamani,,,,-6.83936355,39.24324441,,,64,,
37,3596,Important asset and not at risk,Mnyamani Market,Mnyamani,Mnyamani,,,,-6.839426734,39.24059403,,,65,,
3,3597,Important asset and not at risk,Insatu Madrassat,Mnyamani,Mnyamani,,,,-6.839432592,39.24152903,,,66,,
15,3598,Important asset and not at risk,Ota Yard,Mnyamani,Mnyamani,,,,-6.83945864,39.24274448,,,67,,
42,3599,Important asset and not at risk,Agivea guest House,Mnyamani,Mnyamani,,,,-6.839530506,39.243149,,,68,,
43,3600,Important asset and not at risk,Kimboka By Night,Mnyamani,Mnyamani,,,,-6.839597456,39.24337663,,,69,,
22,3601,Important asset and not at risk,Luguli Laboratory,Mnyamani,Mnyamani,,,,-6.839624654,39.24011179,,,70,,
39,3602,Important asset and not at risk,Mavuno Lodge,Mnyamani,Mnyamani,,,,-6.839776547,39.23909771,,,71,,
21,3603,Important asset and not at risk,Pharmacy,Mnyamani,Mnyamani,,,,-6.83979161,39.23896569,,,72,,
9,3604,Important asset and not at risk,Safari Bar And guest House,Mnyamani,Mnyamani,,,,-6.839805576,39.2429651,,,73,,
10,3605,Important asset and not at risk,Umoja guest House,Mnyamani,Mnyamani,,,,-6.839834134,39.24349139,,,74,,
36,3606,Important asset and not at risk,Wivava guest House,Mnyamani,Mnyamani,,,,-6.839888687,39.24161334,,,75,,
38,3607,Important asset and not at risk,Kimondo guest House,Mnyamani,Mnyamani,,,,-6.839945595,39.23947932,,,76,,
8,3608,Important asset and not at risk,Upendo Daycare,Mnyamani,Mnyamani,,,,-6.839996304,39.23925049,,,77,,
44,3609,Important asset and not at risk,Kibengele Cemetary,Mnyamani,Mnyamani,,,,-6.840002502,39.24319252,,,78,,
11,3610,Important asset and not at risk,Bondeni guest House,Mnyamani,Mnyamani,,,,-6.840200527,39.23927183,,,79,,
13,3611,Important asset and not at risk,Manduzi Water Point,Mnyamani,Mnyamani,,,,-6.840210098,39.2410426,,,80,,
48,3612,Important asset and not at risk,Hatibu Chuma Dreams Nursery School,Mnyamani,Mnyamani,,,,-6.840466129,39.24047185,,,81,,
2,3613,Important asset and not at risk,Safina Madrassat,Mnyamani,Mnyamani,,,,-6.840515295,39.24296447,,,82,,
16,3614,Important asset and not at risk,Acla Laboratory,Mnyamani,Mnyamani,,,,-6.840547619,39.2440635,,,83,,
17,3615,Important asset and not at risk,Njau Pharmacy,Mnyamani,Mnyamani,,,,-6.840556093,39.24390407,,,84,,
4,3616,Important asset and not at risk,Madrassat Istiqama,Mnyamani,Mnyamani,,,,-6.840654438,39.24041577,,,85,,
5,3617,Important asset and not at risk,T.A.G Church,Mnyamani,Mnyamani,,,,-6.840680996,39.24020154,,,86,,
6,3618,Important asset and not at risk,Diamond Nursery School,Mnyamani,Mnyamani,,,,-6.840786756,39.24312825,,,87,,
35,3619,Important asset and not at risk,High Quality Education Centre,Mnyamani,Mnyamani,,,,-6.840974947,39.2435348,,,88,,
1,3620,Important asset and not at risk,Masjid Takwa,Mnyamani,Mnyamani,,,,-6.841057588,39.24399257,,,89,,
34,3621,Important asset and not at risk,Chang'A Traders,Mnyamani,Mnyamani,,,,-6.841064492,39.24441268,,,90,,
28,3622,Important asset and not at risk,GK Bar,Mnyamani,Mnyamani,,,,-6.841101733,39.24077647,,,91,,
32,3623,Important asset and not at risk,Sagabiko Garage,Mnyamani,Mnyamani,,,,-6.841213874,39.24422271,,,92,,
31,3624,Important asset and not at risk,Annur Nursery And Primary School,Mnyamani,Mnyamani,,,,-6.84123898,39.24390637,,,93,,
29,3625,Important asset and not at risk,New JM Pub And guest House,Mnyamani,Mnyamani,,,,-6.841259065,39.24125014,,,94,,
27,3626,Important asset and not at risk,Brac Office,Mnyamani,Mnyamani,,,,-6.841337731,39.24091539,,,95,,
25,3627,Important asset and not at risk,Chemi Cortex Office,Mnyamani,Mnyamani,,,,-6.841343171,39.24407291,,,96,,
30,3628,Important asset and not at risk,Pt Bar And guest House,Mnyamani,Mnyamani,,,,-6.84139966,39.24364862,,,97,,
33,3629,Important asset and not at risk,Jongo Mashine Tools,Mnyamani,Mnyamani,,,,-6.841485021,39.24422522,,,98,,
49,3630,Important asset and not at risk,Nuru Madrassat,Mnyamani,Mnyamani,,,,-6.841679593,39.24296489,,,99,,
50,3631,Important asset and not at risk,Paraka Bar And guest House,Mnyamani,Mnyamani,,,,-6.842119788,39.24255148,,,100,,
24,3632,Important asset and not at risk,Uamita Office,Mnyamani,Mnyamani,,,,-6.84227712,39.24152966,,,101,,
23,3633,Important asset and not at risk,Mnyamani Subward Office,Mnyamani,Mnyamani,,,,-6.842425246,39.24154974,,,102,,
12,3634,Important asset and not at risk,Mfenesini Water Point,Mnyamani,Mnyamani,,,,-6.842425403,39.24067919,,,103,,
4142,3635,Evacuation center,Village Dispensary,Msasani,Oysterbay,,,,-6.761314955,39.27800623,,25,,1,
4143,3636,Evacuation center,Josho La Mbwa Open Space,Msasani,Oysterbay,,,,-6.780191567,39.28115167,,26,,2,
4144,3637,Evacuation center,The Green Open Space,Msasani,Oysterbay,,,,-6.781361467,39.28423595,,27,,3,
4659,3638,Important asset and at risk,Sanitas Hospital,Msasani,Bonde La Mpunga,,,,-6.755833989,39.2486659,1,,,,
4660,3639,Important asset and at risk,Baraka Plaza,Msasani,Bonde La Mpunga,,,,-6.756363965,39.2484214,2,,,,
4672,3640,Important asset and at risk,Masjid 36,Msasani,Bonde La Mpunga,,,,-6.756610986,39.27316366,3,,,,
4675,3641,Important asset and at risk,Cape Town Fish Market,Msasani,Bonde La Mpunga,,,,-6.758030584,39.27139939,4,,,,
4670,3642,Important asset and at risk,Masjid Annuly,Msasani,Bonde La Mpunga,,,,-6.759649147,39.26925776,5,,,,
4669,3643,Important asset and at risk,Red Cross Office,Msasani,Bonde La Mpunga,,,,-6.759945628,39.26876934,6,,,,
4671,3644,Important asset and at risk,Local Fish Market,Msasani,Bonde La Mpunga,,,,-6.760149098,39.26876208,7,,,,
4668,3645,Important asset and at risk,French School,Msasani,Bonde La Mpunga,,,,-6.760299975,39.26778816,8,,,,
4667,3646,Important asset and at risk,Msasani Primary School,Msasani,Bonde La Mpunga,,,,-6.761637768,39.26758457,9,,,,
4673,3647,Important asset and at risk,Masjid Abubakar,Msasani,Bonde La Mpunga,,,,-6.762850095,39.26354102,10,,,,
4665,3648,Important asset and at risk,Galilaya Nursery School,Msasani,Bonde La Mpunga,,,,-6.763190801,39.26721109,11,,,,
4666,3649,Important asset and at risk,Msasani Penisula Hospital,Msasani,Bonde La Mpunga,,,,-6.763362503,39.26822336,12,,,,
4664,3650,Important asset and at risk,Galillaya Church,Msasani,Bonde La Mpunga,,,,-6.763444555,39.26715466,13,,,,
